,ano,casa,visitante,gols_casa,gols_visitante,torneio,cidade,pais,neutro,vencedor,vencedor_m,total_gols
357,1913,England,Wales,4,3,British Home Championship,Bristol,England,False,England,casa,7
358,1913,England,Scotland,1,0,British Home Championship,London,England,False,England,casa,1
359,1913,France,Luxembourg,8,0,Friendly,Saint-Ouen,France,False,France,casa,8
360,1913,Netherlands,Belgium,2,4,Friendly,Zwolle,Netherlands,False,Belgium,visitante,6
361,1913,Austria,Hungary,1,4,Friendly,Vienna,Austria,False,Hungary,visitante,5
362,1913,Italy,Belgium,1,0,Friendly,Turin,Italy,False,Italy,casa,1
363,1913,Russia,Sweden,1,4,Friendly,Moscow,Russia,False,Sweden,visitante,5
364,1913,Switzerland,Belgium,1,2,Friendly,Basel,Switzerland,False,Belgium,visitante,3
365,1913,Germany,Switzerland,1,2,Friendly,Freiburg,Germany,False,Switzerland,visitante,3
366,1913,Hungary,Sweden,2,0,Friendly,Budapest,Hungary,False,Hungary,casa,2
367,1913,Denmark,Sweden,8,0,Friendly,Copenhagen,Denmark,False,Denmark,casa,8
368,1913,Sweden,Norway,9,0,Friendly,Stockholm,Sweden,False,Sweden,casa,9
370,1913,Austria,Italy,2,0,Friendly,Vienna,Austria,False,Austria,casa,2
371,1913,Argentina,Uruguay,2,1,Friendly,Avellaneda,Argentina,False,Argentina,casa,3
372,1913,Argentina,Uruguay,4,0,Copa Lipton,Avellaneda,Argentina,False,Argentina,casa,4
373,1913,Argentina,Uruguay,2,0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Argentina,casa,2
375,1913,Chile,Argentina,0,2,Friendly,Viña del Mar,Chile,False,Argentina,visitante,2
376,1913,Sweden,Denmark,0,10,Friendly,Stockholm,Sweden,False,Denmark,visitante,10
377,1913,Uruguay,Argentina,1,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,casa,1
378,1913,Germany,Denmark,1,4,Friendly,Hamburg,Germany,False,Denmark,visitante,5
379,1913,Hungary,Austria,4,3,Friendly,Budapest,Hungary,False,Hungary,casa,7
381,1913,Uruguay,Argentina,1,0,Copa Newton,Montevideo,Uruguay,False,Uruguay,casa,1
382,1913,Belgium,Switzerland,2,0,Friendly,Verviers,Belgium,False,Belgium,casa,2
383,1913,Belgium,Germany,6,2,Friendly,Antwerp,Belgium,False,Belgium,casa,8
385,1914,Wales,Northern Ireland,1,2,British Home Championship,Wrexham,Wales,False,Northern Ireland,visitante,3
386,1914,France,Belgium,4,3,Friendly,Lille,France,False,France,casa,7
387,1914,Luxembourg,France,5,4,Friendly,Luxembourg,Luxembourg,False,Luxembourg,casa,9
388,1914,England,Northern Ireland,0,3,British Home Championship,Middlesbrough,England,False,Northern Ireland,visitante,3
392,1914,Belgium,Netherlands,2,4,Friendly,Antwerp,Belgium,False,Netherlands,visitante,6
393,1914,Wales,England,0,2,British Home Championship,Cardiff,Wales,False,England,visitante,2
394,1914,Italy,France,2,0,Friendly,Turin,Italy,False,Italy,casa,2
397,1914,Scotland,England,3,1,British Home Championship,Glasgow,Scotland,False,Scotland,casa,4
398,1914,Netherlands,Belgium,4,2,Friendly,Amsterdam,Netherlands,False,Netherlands,casa,6
399,1914,Austria,Hungary,2,0,Friendly,Vienna,Austria,False,Austria,casa,2
400,1914,Denmark,Netherlands,4,3,Friendly,Copenhagen,Denmark,False,Denmark,casa,7
401,1914,Switzerland,Italy,0,1,Friendly,Berne,Switzerland,False,Italy,visitante,1
402,1914,Sweden,Finland,4,3,Friendly,Solna,Sweden,False,Sweden,casa,7
403,1914,Hungary,France,5,1,Friendly,Budapest,Hungary,False,Hungary,casa,6
405,1914,Norway,Sweden,0,1,Friendly,Kristiania,Norway,False,Sweden,visitante,1
408,1914,Uruguay,Argentina,3,2,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,casa,5
409,1914,Argentina,Uruguay,2,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Argentina,casa,3
410,1914,Argentina,Brazil,3,0,Friendly,Buenos Aires,Argentina,False,Argentina,casa,3
411,1914,Argentina,Brazil,0,1,Copa Roca,Buenos Aires,Argentina,False,Brazil,visitante,1
413,1914,Sweden,Norway,7,0,Friendly,Solna,Sweden,False,Sweden,casa,7
414,1914,Austria,Hungary,1,2,Friendly,Vienna,Austria,False,Hungary,visitante,3
415,1915,Basque Country,Catalonia,6,1,Friendly,Bilbao,Spain,False,Basque Country,casa,7
416,1915,Italy,Switzerland,3,1,Friendly,Turin,Italy,False,Italy,casa,4
418,1915,Hungary,Austria,2,5,Friendly,Budapest,Hungary,False,Austria,visitante,7
419,1915,Basque Country,Catalonia,1,0,Friendly,Madrid,Spain,False,Basque Country,casa,1
420,1915,Austria,Hungary,1,2,Friendly,Vienna,Austria,False,Hungary,visitante,3
421,1915,Denmark,Sweden,2,0,Friendly,Copenhagen,Denmark,False,Denmark,casa,2
423,1915,Uruguay,Argentina,2,3,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Argentina,visitante,5
424,1915,Argentina,Uruguay,2,1,Copa Lipton,Buenos Aires,Argentina,False,Argentina,casa,3
425,1915,Uruguay,Argentina,2,0,Copa Newton,Montevideo,Uruguay,False,Uruguay,casa,2
426,1915,Denmark,Norway,8,1,Friendly,Copenhagen,Denmark,False,Denmark,casa,9
427,1915,Austria,Hungary,4,2,Friendly,Vienna,Austria,False,Austria,casa,6
428,1915,Sweden,Norway,5,2,Friendly,Stockholm,Sweden,False,Sweden,casa,7
429,1915,Sweden,Denmark,0,2,Friendly,Stockholm,Sweden,False,Denmark,visitante,2
430,1915,Hungary,Austria,6,2,Friendly,Budapest,Hungary,False,Hungary,casa,8
431,1916,Austria,Hungary,3,1,Friendly,Vienna,Austria,False,Austria,casa,4
432,1916,Catalonia,Basque Country,1,3,Friendly,Barcelona,Spain,False,Basque Country,visitante,4
434,1916,Denmark,Sweden,2,0,Friendly,Copenhagen,Denmark,False,Denmark,casa,2
435,1916,Hungary,Austria,2,1,Friendly,Budapest,Hungary,False,Hungary,casa,3
436,1916,Basque Country,Catalonia,5,0,Friendly,Bilbao,Spain,False,Basque Country,casa,5
437,1916,Norway,Denmark,0,2,Friendly,Kristiania,Norway,False,Denmark,visitante,2
438,1916,Chile,Uruguay,0,4,Copa América,Buenos Aires,Argentina,True,Uruguay,visitante,4
439,1916,Sweden,Norway,6,0,Friendly,Stockholm,Sweden,False,Sweden,casa,6
440,1916,Argentina,Chile,6,1,Copa América,Buenos Aires,Argentina,False,Argentina,casa,7
443,1916,Argentina,Chile,1,0,Friendly,Buenos Aires,Argentina,False,Argentina,casa,1
444,1916,Brazil,Uruguay,1,2,Copa América,Buenos Aires,Argentina,True,Uruguay,visitante,3
445,1916,Uruguay,Chile,4,1,Friendly,Montevideo,Uruguay,False,Uruguay,casa,5
447,1916,Uruguay,Brazil,0,1,Friendly,Montevideo,Uruguay,False,Brazil,visitante,1
448,1916,Argentina,Uruguay,3,1,Copa Newton,Avellaneda,Argentina,False,Argentina,casa,4
449,1916,Uruguay,Argentina,1,2,Copa Lipton,Montevideo,Uruguay,False,Argentina,visitante,3
450,1916,Sweden,United States,2,3,Friendly,Stockholm,Sweden,False,United States,visitante,5
452,1916,Argentina,Uruguay,7,2,Friendly,Avellaneda,Argentina,False,Argentina,casa,9
453,1916,Hungary,Austria,2,3,Friendly,Budapest,Hungary,False,Austria,visitante,5
455,1916,Uruguay,Argentina,0,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Argentina,visitante,1
456,1916,Sweden,Denmark,4,0,Friendly,Stockholm,Sweden,False,Sweden,casa,4
457,1916,Denmark,Norway,8,0,Friendly,Copenhagen,Denmark,False,Denmark,casa,8
458,1916,Uruguay,Argentina,3,1,Friendly,Montevideo,Uruguay,False,Uruguay,casa,4
461,1917,Japan,Philippines,2,15,Friendly,Tokyo,Japan,False,Philippines,visitante,17
463,1917,Hungary,Austria,6,2,Friendly,Budapest,Hungary,False,Hungary,casa,8
464,1917,Norway,Denmark,1,2,Friendly,Kristiania,Norway,False,Denmark,visitante,3
465,1917,Austria,Hungary,1,4,Friendly,Vienna,Austria,False,Hungary,visitante,5
466,1917,Uruguay,Argentina,0,2,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Argentina,visitante,2
467,1917,Argentina,Uruguay,1,0,Copa Lipton,Avellaneda,Argentina,False,Argentina,casa,1
469,1917,Uruguay,Argentina,1,0,Copa Newton,Montevideo,Uruguay,False,Uruguay,casa,1
470,1917,Norway,Sweden,0,2,Friendly,Kristiania,Norway,False,Sweden,visitante,2
471,1917,Uruguay,Chile,4,0,Copa América,Montevideo,Uruguay,False,Uruguay,casa,4
472,1917,Argentina,Brazil,4,2,Copa América,Montevideo,Uruguay,True,Argentina,casa,6
473,1917,Argentina,Chile,1,0,Copa América,Montevideo,Uruguay,True,Argentina,casa,1
474,1917,Denmark,Norway,12,0,Friendly,Copenhagen,Denmark,False,Denmark,casa,12
475,1917,Hungary,Austria,2,1,Friendly,Budapest,Hungary,False,Hungary,casa,3
476,1917,Uruguay,Brazil,4,0,Copa América,Montevideo,Uruguay,False,Uruguay,casa,4
477,1917,Brazil,Chile,5,0,Copa América,Montevideo,Uruguay,True,Brazil,casa,5
478,1917,Sweden,Denmark,1,2,Friendly,Stockholm,Sweden,False,Denmark,visitante,3
479,1917,Uruguay,Argentina,1,0,Copa América,Montevideo,Uruguay,False,Uruguay,casa,1
480,1917,Uruguay,Brazil,3,1,Friendly,Montevideo,Uruguay,False,Uruguay,casa,4
481,1917,Austria,Hungary,1,2,Friendly,Vienna,Austria,False,Hungary,visitante,3
482,1917,Switzerland,Austria,0,1,Friendly,Basel,Switzerland,False,Austria,visitante,1
483,1917,Switzerland,Austria,3,2,Friendly,Zürich,Switzerland,False,Switzerland,casa,5
484,1918,Hungary,Austria,2,0,Friendly,Budapest,Hungary,False,Hungary,casa,2
485,1918,Austria,Switzerland,5,1,Friendly,Vienna,Austria,False,Austria,casa,6
486,1918,Hungary,Switzerland,2,1,Friendly,Budapest,Hungary,False,Hungary,casa,3
487,1918,Sweden,Norway,2,0,Friendly,Stockholm,Sweden,False,Sweden,casa,2
488,1918,Austria,Hungary,0,2,Friendly,Vienna,Austria,False,Hungary,visitante,2
489,1918,Denmark,Sweden,3,0,Friendly,Copenhagen,Denmark,False,Denmark,casa,3
490,1918,Norway,Denmark,3,1,Friendly,Kristiania,Norway,False,Norway,casa,4
492,1918,Uruguay,Argentina,3,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,casa,4
494,1918,Argentina,Uruguay,2,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Argentina,casa,3
495,1918,Norway,Sweden,2,1,Friendly,Kristiania,Norway,False,Norway,casa,3
497,1918,Argentina,Uruguay,2,0,Copa Newton,Buenos Aires,Argentina,False,Argentina,casa,2
498,1918,Austria,Hungary,0,3,Friendly,Vienna,Austria,False,Hungary,visitante,3
499,1918,Denmark,Norway,4,0,Friendly,Copenhagen,Denmark,False,Denmark,casa,4
500,1918,Sweden,Denmark,1,2,Friendly,Gothenburg,Sweden,False,Denmark,visitante,3
502,1919,Hungary,Austria,2,1,Friendly,Budapest,Hungary,False,Hungary,casa,3
503,1919,Brazil,Chile,6,0,Copa América,Rio de Janeiro,Brazil,False,Brazil,casa,6
504,1919,Paraguay,Argentina,1,5,Friendly,Asunción,Paraguay,False,Argentina,visitante,6
505,1919,Argentina,Uruguay,2,3,Copa América,Rio de Janeiro,Brazil,True,Uruguay,visitante,5
506,1919,Paraguay,Argentina,0,3,Friendly,Asunción,Paraguay,False,Argentina,visitante,3
507,1919,Chile,Uruguay,0,2,Copa América,Rio de Janeiro,Brazil,True,Uruguay,visitante,2
508,1919,Brazil,Argentina,3,1,Copa América,Rio de Janeiro,Brazil,False,Brazil,casa,4
509,1919,Paraguay,Argentina,1,2,Friendly,Asunción,Paraguay,False,Argentina,visitante,3
510,1919,Argentina,Chile,4,1,Copa América,Rio de Janeiro,Brazil,True,Argentina,casa,5
511,1919,Paraguay,Argentina,1,2,Friendly,Asunción,Paraguay,False,Argentina,visitante,3
513,1919,Brazil,Uruguay,1,0,Copa América,Rio de Janeiro,Brazil,False,Brazil,casa,1
514,1919,Sweden,Finland,1,0,Friendly,Stockholm,Sweden,False,Sweden,casa,1
516,1919,Denmark,Sweden,3,0,Friendly,Copenhagen,Denmark,False,Denmark,casa,3
517,1919,Netherlands,Sweden,3,1,Friendly,Amsterdam,Netherlands,False,Netherlands,casa,4
518,1919,Denmark,Norway,5,1,Friendly,Copenhagen,Denmark,False,Denmark,casa,6
519,1919,Norway,Sweden,4,3,Friendly,Kristiania,Norway,False,Norway,casa,7
520,1919,Uruguay,Argentina,4,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,casa,5
521,1919,Sweden,Netherlands,4,1,Friendly,Stockholm,Sweden,False,Sweden,casa,5
522,1919,Uruguay,Argentina,2,1,Copa Newton,Montevideo,Uruguay,False,Uruguay,casa,3
524,1919,Argentina,Uruguay,1,2,Copa Lipton,Buenos Aires,Argentina,False,Uruguay,visitante,3
525,1919,Sweden,Norway,1,5,Friendly,Gothenburg,Sweden,False,Norway,visitante,6
526,1919,Norway,Denmark,3,2,Friendly,Kristiania,Norway,False,Norway,casa,5
528,1919,Austria,Hungary,2,0,Friendly,Vienna,Austria,False,Austria,casa,2
529,1919,Sweden,Denmark,3,0,Friendly,Stockholm,Sweden,False,Sweden,casa,3
530,1919,Argentina,Uruguay,6,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Argentina,casa,7
532,1919,Hungary,Austria,3,2,Friendly,Budapest,Hungary,False,Hungary,casa,5
533,1919,Uruguay,Argentina,4,2,Friendly,Montevideo,Uruguay,False,Uruguay,casa,6
534,1920,Italy,France,9,4,Friendly,Milan,Italy,False,Italy,casa,13
537,1920,Switzerland,France,0,2,Friendly,Geneva,Switzerland,False,France,visitante,2
538,1920,Scotland,Northern Ireland,3,0,British Home Championship,Glasgow,Scotland,False,Scotland,casa,3
539,1920,England,Wales,1,2,British Home Championship,London,England,False,Wales,visitante,3
540,1920,France,Belgium,2,1,Friendly,Paris,France,False,France,casa,3
541,1920,Switzerland,Italy,3,0,Friendly,Berne,Switzerland,False,Switzerland,casa,3
542,1920,Netherlands,Denmark,2,0,Friendly,Amsterdam,Netherlands,False,Netherlands,casa,2
543,1920,England,Scotland,5,4,British Home Championship,Sheffield,England,False,England,casa,9
546,1920,Switzerland,Netherlands,2,1,Friendly,Basel,Switzerland,False,Switzerland,casa,3
547,1920,Sweden,Finland,4,0,Friendly,Stockholm,Sweden,False,Sweden,casa,4
548,1920,Sweden,Switzerland,0,1,Friendly,Stockholm,Sweden,False,Switzerland,visitante,1
550,1920,Norway,Sweden,0,3,Friendly,Kristiania,Norway,False,Sweden,visitante,3
551,1920,Switzerland,Germany,4,1,Friendly,Zürich,Switzerland,False,Switzerland,casa,5
552,1920,Uruguay,Argentina,2,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,casa,2
553,1920,Argentina,Uruguay,1,3,Copa Newton,Buenos Aires,Argentina,False,Uruguay,visitante,4
554,1920,Argentina,Uruguay,1,0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Argentina,casa,1
555,1920,Chile,Brazil,0,1,Copa América,Viña del Mar,Chile,False,Brazil,visitante,1
557,1920,Brazil,Uruguay,0,6,Copa América,Viña del Mar,Chile,True,Uruguay,visitante,6
558,1920,Finland,Sweden,1,0,Friendly,Helsinki,Finland,False,Finland,casa,1
560,1920,Argentina,Brazil,2,0,Copa América,Viña del Mar,Chile,True,Argentina,casa,2
561,1920,Austria,Germany,3,2,Friendly,Vienna,Austria,False,Austria,casa,5
563,1920,Chile,Uruguay,1,2,Copa América,Viña del Mar,Chile,False,Uruguay,visitante,3
564,1920,Sweden,Denmark,0,2,Friendly,Stockholm,Sweden,False,Denmark,visitante,2
565,1920,Finland,Estonia,6,0,Friendly,Helsinki,Finland,False,Finland,casa,6
566,1920,England,Northern Ireland,2,0,British Home Championship,Sunderland,England,False,England,casa,2
567,1920,Germany,Hungary,1,0,Friendly,Berlin,Germany,False,Germany,casa,1
568,1920,Hungary,Austria,1,2,Friendly,Budapest,Hungary,False,Austria,visitante,3
569,1921,Scotland,Wales,2,1,British Home Championship,Aberdeen,Scotland,False,Scotland,casa,3
570,1921,France,Italy,1,2,Friendly,Marseille,France,False,Italy,visitante,3
571,1921,Northern Ireland,Scotland,0,2,British Home Championship,Belfast,Ireland,False,Scotland,visitante,2
572,1921,Belgium,France,3,1,Friendly,Forest,Belgium,False,Belgium,casa,4
573,1921,Italy,Switzerland,2,1,Friendly,Milan,Italy,False,Italy,casa,3
576,1921,Catalonia,Provence,4,0,Friendly,Barcelona,Spain,False,Catalonia,casa,4
577,1921,Catalonia,Provence,1,0,Friendly,Barcelona,Spain,False,Catalonia,casa,1
578,1921,Paraguay,Argentina,3,1,Friendly,Asunción,Paraguay,False,Paraguay,casa,4
579,1921,Scotland,England,3,0,British Home Championship,Glasgow,Scotland,False,Scotland,casa,3
580,1921,Wales,Northern Ireland,2,1,British Home Championship,Swansea,Wales,False,Wales,casa,3
582,1921,Austria,Hungary,4,1,Friendly,Vienna,Austria,False,Austria,casa,5
584,1921,Belgium,Italy,2,3,Friendly,Antwerp,Belgium,False,Italy,visitante,5
588,1921,Belgium,England,0,2,Friendly,Brussels,Belgium,False,England,visitante,2
589,1921,Norway,Finland,3,2,Friendly,Kristiania,Norway,False,Norway,casa,5
590,1921,Sweden,Finland,0,3,Friendly,Stockholm,Sweden,False,Finland,visitante,3
591,1921,Japan,Philippines,0,3,Friendly,Shanghai,China PR,True,Philippines,visitante,3
592,1921,Hungary,Germany,3,0,Friendly,Budapest,Hungary,False,Hungary,casa,3
594,1921,Norway,Sweden,3,1,Friendly,Kristiania,Norway,False,Norway,casa,4
595,1921,Canada,Scotland,0,1,Friendly,Montréal,Canada,False,Scotland,visitante,1
597,1921,Sweden,Austria,1,3,Friendly,Stockholm,Sweden,False,Austria,visitante,4
598,1921,Finland,Austria,2,3,Friendly,Helsinki,Finland,False,Austria,visitante,5
599,1921,Estonia,Finland,0,3,Friendly,Tallinn,Estonia,False,Finland,visitante,3
600,1921,Costa Rica,El Salvador,7,0,Friendly,Guatemala,Guatemala,True,Costa Rica,casa,7
602,1921,Guatemala,Costa Rica,0,6,Friendly,Guatemala,Guatemala,False,Costa Rica,visitante,6
603,1921,Sweden,Norway,0,3,Friendly,Stockholm,Sweden,False,Norway,visitante,3
604,1921,Argentina,Brazil,1,0,Copa América,Buenos Aires,Argentina,False,Argentina,casa,1
605,1921,Denmark,Norway,3,1,Friendly,Copenhagen,Denmark,False,Denmark,casa,4
606,1921,Paraguay,Uruguay,2,1,Copa América,Buenos Aires,Argentina,True,Paraguay,casa,3
608,1921,Brazil,Paraguay,3,0,Copa América,Buenos Aires,Argentina,True,Brazil,casa,3
609,1921,Argentina,Paraguay,3,0,Copa América,Buenos Aires,Argentina,False,Argentina,casa,3
611,1921,Brazil,Uruguay,1,2,Copa América,Buenos Aires,Argentina,True,Uruguay,visitante,3
612,1921,Czechoslovakia,Yugoslavia,6,1,Friendly,Prague,Czechoslovakia,False,Czechoslovakia,casa,7
613,1921,Argentina,Uruguay,1,0,Copa América,Buenos Aires,Argentina,False,Argentina,casa,1
614,1921,Uruguay,Paraguay,4,2,Friendly,Montevideo,Uruguay,False,Uruguay,casa,6
615,1921,Hungary,Sweden,4,2,Friendly,Budapest,Hungary,False,Hungary,casa,6
618,1921,France,Netherlands,0,5,Friendly,Vincennes,France,False,Netherlands,visitante,5
619,1921,Hungary,Poland,1,0,Friendly,Budapest,Hungary,False,Hungary,casa,1
620,1921,Spain,Portugal,3,1,Friendly,Madrid,Spain,False,Spain,casa,4
621,1922,France,Belgium,2,1,Friendly,Colombes,France,False,France,casa,3
623,1922,Wales,Scotland,2,1,British Home Championship,Wrexham,Wales,False,Wales,casa,3
625,1922,Scotland,Northern Ireland,2,1,British Home Championship,Glasgow,Scotland,False,Scotland,casa,3
626,1922,Brittany,Luxembourg,1,0,Friendly,Rennes,France,False,Brittany,casa,1
627,1922,England,Wales,1,0,British Home Championship,Liverpool,England,False,England,casa,1
628,1922,Belgium,Netherlands,4,0,Friendly,Antwerp,Belgium,False,Belgium,casa,4
